navn,nveNetbasID,spenning_kV,driftsattaar,eier,lat,lon
SOLUM OMFORMERSTASJON,,132,2018,BANE NOR SF,59.07793008181222,9.862796783402624
FRON OMFORMERSTASJON,,66,1967,BANE NOR SF,61.57057017582751,9.879042888892014
OPPDAL OMFORMERSTASJON,,66,1970,BANE NOR SF,62.58210545307883,9.673186929077511
STAVNE OMFORMERSTASJON,,66,1996,BANE NOR SF,63.41400679564247,10.383572294298904
LUNNER OMFORMERSTASJON,,132,1961,BANE NOR SF,60.29714064261494,10.586214569825392
NESBYEN OMFORMERSTASJON,,66,1962,BANE NOR SF,60.596429543875104,9.09205169337551
HAUGASTØL OMFORMERSTASJON,,66,1964,BANE NOR SF,60.51148417176862,7.872124296061508
MJØLFJELL OMFORMERSTASJON,,66,1964,BANE NOR SF,60.694538952811534,6.840589250178067
ARNA OMFORMERSTASJON,,132,2019,BANE NOR SF,60.41583538780141,5.451209401505583
NELAUG OMFORMERSTASJON,,66,1951,BANE NOR SF,58.658833458310795,8.627670639106945
KROSSEN OMFORMERSTASJON,,66,1950,BANE NOR SF,58.15493108910297,7.951680298132317
STAVANGER OMFORMERSTASJON,,47,2011,BANE NOR SF,58.945603992251414,5.7530414023851995
ALNABRU MOBIL OMFORMER 102,,47,2013,BANE NOR SF,59.9291528010725,10.831279337130635
HOLMLIA MOBIL OMFORMER 101,,47,2013,BANE NOR SF,59.8284685420985,10.79817485368823
GJØVIK MOBIL OMFORMER 105,,66,2017,BANE NOR SF,60.78611753283985,10.672733537254501
KJELLAND MOBIL OMFORMER 104,,47,2015,BANE NOR SF,58.49463902801165,6.030332743043771
SIRA OMFORMERSTASJON,,66,1952,BANE NOR SF,58.4142406566261,6.662463695671409
GANDAL OMFORMERSTASJON,,47,1956,BANE NOR SF,58.813917979131986,5.732338395380681
ROMBAK OMFORMERSTASJON,,132,1970,BANE NOR SF,68.40435600293644,17.78141229264211
SARPSBORG OMFORMERSTASJON,,47,1993,BANE NOR SF,59.24614930579288,11.165390573725045
RUDSHØGDA MOBIL OMFORMER 103,,66,2013,BANE NOR SF,60.91604087172035,10.821179778287252
Kongsgaten trafostasjon,,52,,LNETT AS,58.96626955965796,5.7349059151770705
Helmikstøl trafostasjon,,52,,LNETT AS,59.033917567664226,6.387646171640739
Ullandhaug trafostasjon,,52,,LNETT AS,58.942121512563716,5.716818358280956
Skeiane trafostasjon,,52,,LNETT AS,58.84404569515733,5.720388857427099
Hetland trafostasjon,,52,,LNETT AS,58.52395838950435,5.836137857983476
Jåttå trafostasjon,,52,,LNETT AS,58.900845389988476,5.706295726232126
Lura trafostasjon,,52,,LNETT AS,58.876268471953196,5.724169956570106
Hillevåg trafostasjon,,52,,LNETT AS,58.94464996417061,5.749446834196999
Randaberg trafostasjon,,52,,LNETT AS,59.0132835385143,5.602025219460095
Opstad transformatorstasjon,,52,,LNETT AS,58.64293549796154,5.670041412622195
Hatteland trafostasjon,,52,,LNETT AS,58.77872183895755,5.660351909428802
Bø trafostasjon,,52,,LNETT AS,58.54841763393869,5.76691350518611
Risavika trafostasjon,,52,,LNETT AS,58.91123280849635,5.591848461771194
Tronsholen trafostasjon,,52,,LNETT AS,58.83042165496331,5.742313061321134
Nærbø trafostasjon,,52,,LNETT AS,58.66896083091191,5.644064625212642
Alsteinsgata trafostasjon,,52,,LNETT AS,58.9773186221134,5.715594912606541
Vatne trafostasjon,,52,,LNETT AS,58.85413450888188,5.780410146258793
Buøy trafostasjon,,52,,LNETT AS,58.991130066267246,5.731694369147174
Mosvannet trafostasjon,,52,,LNETT AS,58.95790106975827,5.7235666520533135
Nordbø trafostasjon,,52,,LNETT AS,59.11020124501578,5.698394632138409
Gilja trafostasjon,,52,,LNETT AS,58.80649902687059,6.252694752585177
Bærheim trafostasjon,,52,,LNETT AS,58.88334186876844,5.6939626999540405
Stølaheia trafostasjon,,52,,LNETT AS,58.96359589203665,5.651536197514173
Stokkeland trafostasjon,,52,,LNETT AS,58.815472452266974,5.734167685238158
Tau  trafostasjon,,52,,LNETT AS,59.06458101580657,5.932194891066566
Forsand trafostasjon,,52,,LNETT AS,58.89785296198874,6.121173575879959
Hjelmeland trafostasjon,,52,,LNETT AS,59.21437110688751,6.121420987953702
Veland trafostasjon,,52,,LNETT AS,59.10311227796972,6.011503551606118
Finnøy trafostasjon,,52,,LNETT AS,59.16572828508208,5.874866395877783
Oltedal trafostasjon,,52,,LNETT AS,58.82844107450177,6.055686640057833
Dalen trafostasjon,,52,,LNETT AS,59.022979891054085,6.068589257700816
Årdal trafostasjon,,52,,LNETT AS,59.1479432213181,6.173593863444207
Kjelland trafostasjon,,52,,LNETT AS,58.49502934978776,6.031524173052836
Kleppemarka trafostasjon,,52,,LNETT AS,58.78615485672609,5.616663040677504
Jøssang koblingsstasjon,,52,,LNETT AS,59.00298903163403,6.081743811884026
Åna-Sira trafostasjon,,52,,LNETT AS,58.29473235596737,6.4535759629923355
Hjelmeland kraftstasjon,,52,1955,LNETT AS,59.22384162136297,6.21930549257945
Oltesvik kraftstasjon,,52,,LNETT AS,58.85199247924756,6.123127620236787
Tonstad kraftstasjon,,52,,LNETT AS,58.65784841682634,6.724033133789588
Lysebotn 2,,52,,LNETT AS,59.058415359198186,6.652474189369972
Moen trafostasjon,,52,2004,LNETT AS,59.059712759536986,6.663991799636642
Håland trafostasjon,,52,1972,LNETT AS,58.721179298906826,5.655782175598004
Sande trafostasjon,,52,,LNETT AS,58.893448748845245,5.647989321957572
Madla trafostasjon,,52,,LNETT AS,58.953694844886655,5.672922919413401
Tu trafostasjon,,52,,LNETT AS,58.74480263902583,5.658732729250611
Båtstad trafostasjon,,52,,LNETT AS,58.93224457003513,5.600732212971088
Tjensvoll trafostasjon,,52,,LNETT AS,58.95224004715732,5.701302505734812
Forus trafostasjon,,52,,LNETT AS,58.8928840745546,5.7319289172775205
Kalberg trafostasjon,,52,,LNETT AS,58.78564596322568,5.737506874754496
Dusavika trafostasjon,,52,,LNETT AS,58.99494500443833,5.664203146294068
Holen trafostasjon,,52,,LNETT AS,58.73594961879625,5.691346482553177
Ålgård trafostasjon,,52,,LNETT AS,58.77307506637355,5.8519332428743915
Riska trafostasjon,,52,,LNETT AS,58.91147311502941,5.838292302443684
Haugesundsgata trafostasjon,,52,,LNETT AS,58.967908473559575,5.752987787015368
Vagle trafostasjon,,52,,LNETT AS,58.80915704331117,5.730208476721054
Flørli kraftstasjon,,52,,LNETT AS,59.01310056891939,6.435008265781263
Veland trafostasjon nye,,52,,LNETT AS,59.099918846931565,6.010363688853861
Hjelmeland trafostasjon nye,,52,,LNETT AS,59.22905210914811,6.154183506005884
Håland trafostasjon nye,,52,,LNETT AS,58.71765232170928,5.661521328914442
Fjelde trafostasjon,,52,,LNETT AS,59.031768197822664,6.0233020319713315
Fagrafjell trafostasjon,,52,,LNETT AS,58.79078413170587,5.763107499368648
HERADSBYGD TRST,,132,,ELVIA AS,60.82977907280532,11.604042110611024
TRYSIL TRST,,132,,ELVIA AS,61.297209627457214,12.26801149793673
DOKKA TRSF.ST.,,132,,ELVIA AS,60.820465322159045,10.112791618514581
SOLLIA TRST,,66,,ELVIA AS,61.79168116542132,10.223843955669691
RENA TRST,,66,,ELVIA AS,61.13764028333303,11.387531194992583
KIRKENÆR TRST,,66,,ELVIA AS,60.466463027039424,12.03668180833321
RUDSHØGDA TRST,,66,,ELVIA AS,60.905823452882096,10.819398312181717
NORD-ODAL TRST,,66,,ELVIA AS,60.40815799255178,11.550391508699175
VIKSELV TRAFOSTASJON,,66,,ELVIA AS,60.6254159000071,11.293555813014827
ENGJOM TRSF.ST.,,66,,ELVIA AS,61.287598804027226,10.173913136235534
HAGE TRSF.ST.,,66,,ELVIA AS,61.101495297567936,10.473732281794248
HJELLUM TRST,,66,,ELVIA AS,60.80100906839057,11.155698272831577
KVISLER TR.ST,,66,,ELVIA AS,60.55602996213521,11.979561261283733
LISMARKA TRSF.ST.,,66,,ELVIA AS,61.06797913529754,10.623608662011717
SAVALEN KRV,,132,,ELVIA AS,62.18679206757773,10.617106957383662
BRUMUNDDAL TRST,,66,,ELVIA AS,60.878507990302786,10.954515663944969
TRAFO NORD,,66,,ELVIA AS,60.73849825172779,10.610831876799974
LUTUFALLET KRV,,132,,ELVIA AS,61.06446548694506,12.584954372341647
EIDSKOG TRST,,132,,ELVIA AS,59.97501782026629,12.157300993424771
SORGENDAL TRSF.ST.,,66,,ELVIA AS,61.11359071822928,10.454015954909623
FÅBERG TRST,,300,,ELVIA AS,61.138654006918735,10.421945882582282
MESNA KRV,,66,,ELVIA AS,61.11708935116791,10.47078675837298
LOMEN TR.ST,,132,,ELVIA AS,61.135574954226506,8.87932443536398
OS TRST,,132,,ELVIA AS,62.50491064761024,11.167406657828993
SKRAUTVÅL TRST,,132,,ELVIA AS,61.02736748318982,9.249142799713468
FURNES TRST,,132,,ELVIA AS,60.82760057275171,11.044386862853486
ENGERDAL TRST,,132,,ELVIA AS,61.80952878741559,11.91902479241838
BEGNA TRST,,132,,ELVIA AS,60.648548640431926,9.897681193021304
ALVDAL TRST,,66,,ELVIA AS,62.12457627784558,10.590849278527116
ELVERUM TRAFOSTASJON,,132,,ELVIA AS,60.896740303556136,11.533355352028655
LEIRET TRST,,132,,ELVIA AS,60.87809038399746,11.574980489908302
BIRI TRST,,66,,ELVIA AS,60.95226762350315,10.611153579847903
MJØSSTRANDA GJØVIK,,132,,ELVIA AS,60.801138550544316,10.69014097771811
STANGE TRAFOSTASJON,,66,,ELVIA AS,60.72228586640941,11.221482653304724
STRANDLYKKJA TRST,,66,,ELVIA AS,60.50423150191761,11.251861189436298
ROPPA KR.VERK,,66,,ELVIA AS,61.240337922906704,10.058523181442903
GREFTEN TRST,,66,,ELVIA AS,60.852399653279726,11.203102929342412
KONGSVINGER TRST,,132,,ELVIA AS,60.194892623285426,11.978446950909284
VIFLAT TRST,,66,,ELVIA AS,60.80256448365294,10.576874187872457
ILSENG TRAFOSTASJON,,66,,ELVIA AS,60.7727657939681,11.22054984932677
TRAFO VEST,,66,,ELVIA AS,60.73602375202266,10.605936753701668
KOPPANG TRST,,66,,ELVIA AS,61.56561838847828,11.072334226306003
NORSENGA TRST,,66,,ELVIA AS,60.18798572603754,12.025299546046229
TOLGA TRST,,132,,ELVIA AS,62.416890506056426,11.023657893333402
NES TRST,,132,,ELVIA AS,60.81858279833283,10.848074372829517
RAUFOSS TRSF.ST.,,132,,ELVIA AS,60.709187886187635,10.607063590482634
HOMMERSTAD TRST,,66,,ELVIA AS,60.808496756610275,11.333095818374522
ENGERFJELLET TS,,66,,ELVIA AS,60.4258826134114,11.380404675697099
RØDSMOEN TRST,,66,,ELVIA AS,61.15185494792917,11.385135576390232
OSFALLET KRV,,22,,ELVIA AS,61.20152214268737,11.506040978026093
SØNSTERUD TRST,,66,,ELVIA AS,60.66373187246529,12.060754540867137
SKARNES TRST,,132,,ELVIA AS,60.244931409066275,11.676125273740324
KRABYSKOGEN TRSF.ST.,,132,,ELVIA AS,60.651706777446044,10.875950348080417
VELDRESIDEN TRSF.ST.,,66,,ELVIA AS,60.88581870134207,10.937451930641158
HORTA TRAFOSTASJON,,66,,ELVIA AS,61.375747363076,11.168156764782442
BØRSTAD TRST,,66,,ELVIA AS,60.799949053748826,11.095831402516831
YLJA,,132,,ELVIA AS,61.19632663575265,8.381305628039112
LUNDE TRST,,66,,ELVIA AS,61.22894010442612,10.273844965114264
RNVA,,66,,ELVIA AS,60.72823578968181,10.609545578537235
OTTESTAD TRAFOSTASJON,,66,,ELVIA AS,60.775713340872024,11.129504593697137
SKJEFSTADFOSSEN,,22,,ELVIA AS,60.830478830093654,11.611754152783488
TYNSET TRST,,132,,ELVIA AS,62.282486258379485,10.783265961766814
MOELV TRST,,66,,ELVIA AS,60.93696354068661,10.71937909340992
LØPET KRV,,66,,ELVIA AS,61.163782844292086,11.456993311973427
FASLEFOSS KR.VERK,,132,,ELVIA AS,60.95706266745946,9.300689654072752
GJØVIK TRST,,132,,ELVIA AS,60.78726067139792,10.671952004672741
KJØLBERGET TS,,132,,ELVIA AS,61.02134057895063,12.19592359391367
BRUVOLD TRST,,66,,ELVIA AS,60.928551087997484,10.703696850740553
LØVBERGSMOEN TRST,,132,,ELVIA AS,60.90199536451426,11.60708523760884
SJUSJØEN TRST,,66,,ELVIA AS,61.12450184493187,10.693786953064608
ÅBJØRA TRAFOSTASJON,,132,,ELVIA AS,60.91687129359261,9.379693781048472
ÅSNES TRST,,132,,ELVIA AS,60.61002403278679,11.960095598609636
VÅLER TRAFOSTASJON,,132,,ELVIA AS,60.706939849492706,11.793537746202013
KONGSENGEN TRST,,132,,ELVIA AS,60.69060673659473,10.792483381008577
RENDALEN TRST,,66,,ELVIA AS,61.8122573916803,11.123962838914688
AJER TRST,,66,,ELVIA AS,60.81084663493642,11.053944253008313
OSA TR.ST.,,132,,ELVIA AS,61.23708470251945,11.517339416677045
VESTBYEN TRSF.ST.,,66,,ELVIA AS,60.79841120957386,11.060974475762078
BEITO TRAFOSTASJON,,132,,ELVIA AS,61.232163441473,8.88149868471426
Blaker,,66,,ELVIA AS,59.998474256828295,11.308039414762007
Vormsund,,66,,ELVIA AS,60.1835727115307,11.419365313059023
Myrvoll,,47,,ELVIA AS,59.778002794703895,10.80100137145652
Kambo,,47,,ELVIA AS,59.473936812101414,10.695388742261851
Mosseporten,,47,,ELVIA AS,59.44053303294995,10.693059032264165
Bryn,,47,,ELVIA AS,59.912188046459356,10.818032326430568
Tøyen,,47,,ELVIA AS,59.91694641676253,10.781428078274667
Råde,,132,,ELVIA AS,59.35859631262769,10.807942932831958
Holmlia,,47,,ELVIA AS,59.82924478419946,10.793988801927698
Gamlebyen,,47,,ELVIA AS,59.20416589030529,10.962474585699416
Ullevål,,132,,ELVIA AS,59.93521279727982,10.731696632278407
Gluppe,,47,,ELVIA AS,59.23990452337931,10.918631346314118
Gjersjøen,,47,,ELVIA AS,59.80927847105483,10.777608779594898
Fusdal,,132,,ELVIA AS,59.83343318464011,10.44497341134795
Prinsdal,,47,,ELVIA AS,59.84038878785782,10.811694024008071
Melløs,,47,,ELVIA AS,59.4188508288727,10.669192090974347
Abildsø,,132,,ELVIA AS,59.88970645476471,10.820572212939538
Jeløy,,47,,ELVIA AS,59.43447048132183,10.651127025508949
Brogata,,47,,ELVIA AS,59.21593451824552,10.932780464225381
Hoff,,47,,ELVIA AS,59.92472195063808,10.674897002846448
Høybråten,,47,,ELVIA AS,59.94672523384519,10.921086592847509
Hammerstad,,66,,ELVIA AS,60.332157354678095,11.219388709498519
Gleng,,47,,ELVIA AS,59.28932394973576,11.114475531519226
Fjelle,,47,,ELVIA AS,59.19551035645432,10.864288926820542
Øreåsen,,47,,ELVIA AS,59.42155609181766,10.697316772950947
Henstad,,47,,ELVIA AS,59.58618816861405,11.164979039162667
Løken,,66,,ELVIA AS,59.79945916003166,11.472992591384621
Korsvoll,,47,,ELVIA AS,59.9601785797288,10.765939330065514
Holstad,,47,,ELVIA AS,59.67599148259553,10.806942963148952
Raa,,132,,ELVIA AS,59.244638309226374,10.980414264934197
Spydeberg,,47,,ELVIA AS,59.6085326948789,11.072820896835031
Fornebu,,47,,ELVIA AS,59.90659652693939,10.62457119555835
Berger,,132,,ELVIA AS,59.864153346620654,10.469648971072045
Pilestredet,,132,,ELVIA AS,59.92066534837681,10.734850332261807
Lillo,,132,,ELVIA AS,59.94544699804379,10.772908470736258
Akersberget,,132,,ELVIA AS,59.92463931978022,10.749995108004748
Haga,,47,,ELVIA AS,59.539605128303464,11.293927997120367
Aasgaard,,47,,ELVIA AS,59.535037541054976,11.372127116762838
Vammafossen,,132,,ELVIA AS,59.53982218469983,11.173877965933062
Linderud,,47,,ELVIA AS,59.939032354359924,10.831219394756143
Stubberud,,47,,ELVIA AS,59.927953096782886,10.863613825662771
Kjellerholen,,66,,ELVIA AS,59.97809323067114,11.007574574204833
Rasta,,47,,ELVIA AS,59.92712087069917,10.936033945357622
Nerdrum,,66,,ELVIA AS,59.9225112348162,11.139444310984112
Tårnlia,,47,,ELVIA AS,59.81674450905932,10.81680797647823
DeNoFa,,47,,ELVIA AS,59.195766419830136,10.95168758515526
Greåker,,47,,ELVIA AS,59.26391940061718,11.034910627970547
Haugenstua,,47,,ELVIA AS,59.95413271995403,10.907933634270464
Skedsmokorset,,66,,ELVIA AS,60.00913242632263,11.043086365174451
Blommenholm,,47,,ELVIA AS,59.90367962498783,10.55812567018445
Bjørnegård,,47,,ELVIA AS,59.89597453150276,10.499625016878877
Sandvika,,47,,ELVIA AS,59.89648489935205,10.521601366945703
Voksenlia,,47,,ELVIA AS,59.963784757147096,10.658355490429027
Solli,,132,,ELVIA AS,59.91288116952068,10.719977677182593
Skøyen,,132,,ELVIA AS,59.91988653675374,10.689061203519769
Fjærå,,47,,ELVIA AS,59.26711270739534,10.791213280809192
Tveten,,47,,ELVIA AS,59.92041890396492,10.848258205874197
Tokerud,,47,,ELVIA AS,59.96798943067846,10.917165308691885
Tornerud,,47,,ELVIA AS,59.58562272845977,11.146320954980254
Tonsen,,47,,ELVIA AS,59.93840528685395,10.79644309756159
Minnesund,,66,,ELVIA AS,60.389966667634866,11.232262441866045
Vevelstad,,47,,ELVIA AS,59.7605061027909,10.843671610171171
Kråkstad,,47,,ELVIA AS,59.683735441899294,10.89459372176331
Løren,,47,,ELVIA AS,59.930034489567774,10.793691210301917
Lilleaker,,47,,ELVIA AS,59.9216397571819,10.640814059875035
Dal,,66,,ELVIA AS,60.24717003987155,11.191455751616148
Fjellhamar,,47,,ELVIA AS,59.939737529715735,10.980216237728252
Bærums Verk,,47,,ELVIA AS,59.943029189896116,10.50057418727538
Nystuen,,47,,ELVIA AS,59.80633493041083,10.689024888426626
Ås,,47,,ELVIA AS,59.667156745453994,10.754694620122608
Såner 1,,47,,ELVIA AS,59.527541464063574,10.735687034545796
Mjørud,,47,,ELVIA AS,59.42735525456282,11.329678655460773
Kastellet,,47,,ELVIA AS,59.87261996885687,10.791722372205399
Tangen,,47,,ELVIA AS,59.84444863355734,10.67077945632277
K-H,,47,,ELVIA AS,59.26457575704283,11.125569551174841
Ørje,,47,,ELVIA AS,59.480501056268054,11.65253832129307
Pipervika,,132,,ELVIA AS,59.90992885122392,10.735802824736675
Leirdal,,47,,ELVIA AS,59.936402198517634,10.87846854856118
Klemetsrud,,47,,ELVIA AS,59.83924420313268,10.837194431966061
Halmstad,,47,,ELVIA AS,59.38144700626618,10.742020578590651
Vestbygata,,66,,ELVIA AS,59.96361381016715,11.04944187021511
Solheim,,47,,ELVIA AS,59.92645846874562,10.956040333230632
Garder,,66,,ELVIA AS,60.19356553525357,11.050989856425778
Navestad,,47,,ELVIA AS,59.244164682492205,11.150039737258222
Rodeløkka,,132,,ELVIA AS,59.92330252483895,10.769192583125893
Leirsund,,66,,ELVIA AS,59.99288263928221,11.081858402767164
Torshov,,132,,ELVIA AS,59.9335056892028,10.770350547798962
Ris,,132,,ELVIA AS,59.94857022549356,10.70428934432139
Sagene,,132,,ELVIA AS,59.943317874399156,10.755704726468872
Jahren,,47,,ELVIA AS,59.57625026582657,11.184888464626914
Lambertseter,,47,,ELVIA AS,59.871479665940036,10.828368194014072
Hurdal,,132,,ELVIA AS,60.43336420191959,11.077429716354589
St.Halvard,,47,,ELVIA AS,59.2732744634418,11.101658694833526
Trøgstad,,47,,ELVIA AS,59.63830532756117,11.300464091026711
Strøm,,66,,ELVIA AS,60.07623338668535,10.888994717435196
Lillestrøm,,47,,ELVIA AS,59.94818605863448,11.062510184152444
Skiptvet,,47,,ELVIA AS,59.47810262476604,11.16691694734822
Oppsal,,47,,ELVIA AS,59.89894811963593,10.845766605853722
Ammerud,,47,,ELVIA AS,59.9607240411734,10.871362364941975
Kringsjå,,47,,ELVIA AS,59.96200252774246,10.738835701455292
Alnabru,,47,,ELVIA AS,59.9278722812225,10.849841989992333
Gotland,,66,,ELVIA AS,60.074179921043346,11.153697489353743
Gjestad,,66,,ELVIA AS,60.14326483099849,11.157117972619211
Eiksmarka,,47,,ELVIA AS,59.94524816503802,10.609498053186941
Finstad,,47,,ELVIA AS,59.71441626746875,10.824083695978285
Vestby,,47,,ELVIA AS,59.61075457749392,10.742368876020947
Gansdalen,,66,,ELVIA AS,59.86498925608647,11.261811974335584
Årnes,,66,,ELVIA AS,60.12055312974561,11.47225000622009
Hvaler,,47,,ELVIA AS,59.07578033367146,10.938479342700086
Heggedal,,132,,ELVIA AS,59.793722476935834,10.455026130503143
Aurskog,,66,,ELVIA AS,59.92743580622511,11.473434572669992
Hovinmoen,,66,,ELVIA AS,60.17832648107244,11.166456779859363
Grønland,,132,,ELVIA AS,59.913976581923286,10.759353235245447
Rud,,47,,ELVIA AS,59.9108000917979,10.49371305002731
Granstangen,,47,,ELVIA AS,59.94726258184948,10.89717576744353
Nordbyhagen,,47,,ELVIA AS,59.93379058283531,10.997925872941199
Nordby,,47,,ELVIA AS,59.72113423616036,10.781512778618776
Gyldenløve,,47,,ELVIA AS,59.12152771874362,11.409398869086765
Stangeberget,,47,,ELVIA AS,59.127809431073146,11.376243026836907
Sandem,,47,,ELVIA AS,59.23732597118471,11.008206794592382
Rommen,,47,,ELVIA AS,59.96115858776589,10.906663206078255
Varteig,,47,,ELVIA AS,59.354424690655804,11.19037342445908
Kampenes,,47,,ELVIA AS,59.279648861196875,11.181285527246331
Haraldrud,,47,,ELVIA AS,59.92665386623173,10.828843398122551
Jar,,47,,ELVIA AS,59.91941934957827,10.629153924550296
Isebakke,,47,,ELVIA AS,59.12057896344564,11.317209321201018
Strømmen,,47,,ELVIA AS,59.94209454026722,11.002491935638634
Ballerud,,47,,ELVIA AS,59.90502969375124,10.5743289414426
Drømtorp,,47,,ELVIA AS,59.71421275555785,10.851031357274987
Øra,,47,,ELVIA AS,59.19198926718027,10.955458463724417
Bru,,47,,ELVIA AS,59.775980964756215,10.910547252441326
Alvim,,47,,ELVIA AS,59.27514225693552,11.088218824522986
Ørebekk,,47,,ELVIA AS,59.23098202878045,10.900089602894884
Prestegata,,132,,ELVIA AS,59.91248044154128,10.738035260080252
Oredalen,,47,,ELVIA AS,59.22613669240271,10.93580268154468
Rælingen,,47,,ELVIA AS,59.94229926731723,11.048342277449677
Slattum,,66,,ELVIA AS,60.00980763718672,10.921403862482963
Majorstua,,132,,ELVIA AS,59.93289351184615,10.715298079391312
Bekkelaget,,47,,ELVIA AS,59.88668769455248,10.770937551978552
Grålum,,47,,ELVIA AS,59.294257137878525,11.057251668775683
Moss,,47,,ELVIA AS,59.43634705639569,10.672516764872318
Stalsberg,,47,,ELVIA AS,59.95302251617537,11.021753171980444
Skjetten,,47,,ELVIA AS,59.96531341389218,10.994206957067279
Borgen,,132,,ELVIA AS,59.82820470343656,10.418630137202932
Enebakk,,47,,ELVIA AS,59.722660908871966,11.05252236480422
Kråkerøy,,47,,ELVIA AS,59.20651524887029,10.936013664503166
Lystad,,66,,ELVIA AS,59.96237699712392,11.224147224111043
Haslum,,47,,ELVIA AS,59.923435902451125,10.575190731932464
Kjelsås,,47,,ELVIA AS,59.96475183785284,10.78966460923083
Dyrløkke,,47,,ELVIA AS,59.67473364376994,10.668026304851889
Rygge,,47,,ELVIA AS,59.40116793049078,10.691818272754844
Hammeren,,66,,ELVIA AS,59.98417830944552,11.201025151393628
Såner 2,,47,,ELVIA AS,59.52493299433763,10.76221802234397
Røa,,47,,ELVIA AS,59.948116807512406,10.647291676900217
Montebello,,132,,ELVIA AS,59.93455952125005,10.668619401654883
Bøler,,47,,ELVIA AS,59.87680329819209,10.84721846981959
Briskeby,,132,,ELVIA AS,59.92264717133539,10.715446898040907
Jordal,,132,,ELVIA AS,59.90817073614657,10.781880387266215
Bjørkelangen,,66,,ELVIA AS,59.88088019807124,11.56317588523707
Gran,,66,,ELVIA AS,60.18921260164536,11.103190571457263
Brødløs,,47,,ELVIA AS,59.140255752794125,11.381341305129933
Mellegård,,47,,ELVIA AS,59.36014608960878,11.497161627597329
Melleby,,47,,ELVIA AS,59.622998695421245,10.990113043708359
Ulven-us,,132,,ELVIA AS,59.92155033751215,10.810943607402823
Ringebu trafostasjon,,66,1920,VEVIG AS,61.524374309253595,10.135864320561891
Moksa Kraftstasjon,,66,1920,VEVIG AS,61.31905497896862,10.300210569272688
Tretten trafostasjon,,66,1979,VEVIG AS,61.314690479203726,10.291471260413113
Sør-Fron trafostasjon,,66,2003,VEVIG AS,61.56615460902758,9.910179640521598
Vinstra trafostasjon,,66,1960,VEVIG AS,61.59140689909445,9.754223889438254
Heggerusten trafostasjon,,66,1979,VEVIG AS,61.65516761877688,9.614772790314431
Nedre Vinstra,,66,1920,VEVIG AS,61.577381769482905,9.803875659171045
Harpefoss,,66,1920,VEVIG AS,61.58152917922443,9.84186422059731
Fåvang trafostasjon,,66,2022,VEVIG AS,61.442191929411784,10.165884539589701
Rybakken trafostasjon,,66,1980,VEVIG AS,61.24559942946302,10.424217610581355
BORGUND TRANSFORMATORSTASJON,,66,1974,SYGNIR AS,61.05897376709588,7.819158333693606
FONNDØLA TRANSFORMATORSTASJON,,66,1976,SYGNIR AS,61.437212434552784,7.246113089459138
LÆRDAL TRANSFORMATORSTASJON,,66,1978,SYGNIR AS,61.09651579655529,7.491143860951226
SITJANDE TRANSFORMATORSTASJON,,66,1980,SYGNIR AS,60.86187699820723,7.303393240437525
ÅRØY TRANSFORMATORSTASJON,,66,1979,SYGNIR AS,61.27689685665911,7.156793506118577
LEIKANGER TRANSFORMATORSTASJON,,132,2020,SYGNIR AS,61.20447576509892,6.706336264425449
VANGEN TRANSFORMATORSTASJON,,66,1980,SYGNIR AS,60.90287144148411,7.180226887370677
KAUPANGER TRANSFORMATORSTASJON,,66,2021,SYGNIR AS,61.20035211725508,7.228724797613347
GRINDSDALEN TRANSFORMATORSTASJON,,132,2017,SYGNIR AS,61.21568040003018,6.755190036383035
LIDAL TRANSFORMATORSTASJON,,132,2017,SYGNIR AS,61.33172765616121,6.71363001263829
SOGNDAL TRANSFORMATORSTASJON,,132,2015,SYGNIR AS,61.219828836198516,7.023948804822685
HOVE TRANSFORMATORSTASJON,,66,2000,SYGNIR AS,61.07100181744401,6.593031558749431
KVÅLE TRANSFORMATORSTASJON,,66,1983,SYGNIR AS,61.23071538801267,7.070871480265573
NJØS TRANSFORMATORSTASJON,,66,1982,SYGNIR AS,61.180378279203815,6.864427626416801
DRAGSVIK TRANSFORMATORSTASJON,,66,1981,SYGNIR AS,61.219439140585685,6.5553161121216945
Tingvoll transformatorstasjon inneanlegg,,66,1986,MELLOM AS,62.91359663234362,8.209570011136835
Rokset transformatorstasjon inneanlegg,,66,1997,MELLOM AS,62.97979785991605,7.653233116620122
Nordheim transformatorstasjon,,132,1990,MELLOM AS,63.22246106018653,8.210514517051989
Nordheim fordelingsstasjon,,66,1985,MELLOM AS,63.222765482766604,8.210656060152228
Rensvik trafostasjon,,132,2013,MELLOM AS,63.09224811329362,7.828364208107715
Gylthalsen transformatorstasjon,,132,1987,MELLOM AS,63.25666066347178,8.530992799395133
Øydegard transformatorstasjon,,66,1993,MELLOM AS,63.012314576010326,8.003803757531216
Smøla trafostasjon,,132,2005,MELLOM AS,63.40664139103805,7.923015826290846
Kristiansund trafostasjon,,132,2014,MELLOM AS,63.10692342328412,7.807599079745083
Bruvoll transformatorstasjon,,66,1984,MELLOM AS,63.04858625361545,7.632148371406106
Nordlandet trafostasjon,,132,2014,MELLOM AS,63.1099061989311,7.752573899011981
